Title,Employer Name,Experience,Salary,Location,Skills Required,Posted Date
Duty Doctor-MBBS - Female,Dr. Aravind's IVF Fertility & Pregnancy Centre,0 to 3 Yrs,,All India,"['Patient careHealth goals', ' Medical knowledge', ' Counselling skills', ' Emergency care', ' Patient record']",posted 1 day ago
Customer Support - Dahej,MEL Systems & Services (MELSS),3 to 7 Yrs,,Gujarat,"['SCADA Customer Communication', ' MES', ' System Study', ' Proposal Preparation', 'PLC Configuration', ' Ladder Logic Development', ' HMI Software Development', ' Installation ', ' Commissioning', ' Control Systems']",posted 1 day ago
Business Development Manager (BDM),Seed Media,1 to 5 Yrs,,Bhopal,"['Business Development Sales', ' Client Servicing', ' Digital Marketing', ' Influencer Marketing', ' Social Media', ' Relationship Building', 'Content Trends']",posted 1 day ago
Branch Head,Dr. Aravind's IVF Fertility & Pregnancy Centre,2 to 6 Yrs,,All India,"['Customer Service Quality Management', ' People Management', ' Change Management', ' Budget Management', 'Process Adherence']",posted 1 day ago
Dermatologist,Dr Prabhakar Hair Transplant Clinic,2 to 6 Yrs,,Coimbatore,"['Dermatology Cosmetology', ' Communication Skills', 'Cosmetic Procedures', ' Hair Transplant Experience']",posted 1 day ago
BAMS(MD) Doctor,Ayuscholar Education Pvt Ltd,2 to 6 Yrs,,Noida,"['Communication skillsAyurvedic consultation', ' Panchakarma therapies', ' Prakriti analysis', ' Disease analysis', ' Diet prescription', ' Lifestyle prescription', ' Supervising Panchakarma procedures', ' Counseling skills']",posted 1 day ago
Senior Sales Manager,UNISON INTERNATIONAL CONSULTING (The Recruitment Company),5 to 9 Yrs,,Delhi,"['Communication Skills Negotiation Skills', 'Sales Experience', ' Wooden Flooring', ' Premium Building Materials', ' Luxury Retail Sales']",posted 1 day ago
Fashion Designer Intern,Shamoor Private Limited,0 to 4 Yrs,,Haryana,"['Fashion Design Sketching', ' Illustration', ' Adobe Illustrator', ' Photoshop', ' CorelDRAW', ' Garment Construction', 'Fabric Knowledge', ' Fashion Trends']",posted 1 day ago
Couple Counsellor - (Female),Dr. Aravind's IVF Fertility & Pregnancy Centre,0 to 3 Yrs,,All India,"['Interpersonal skills Organization skills', 'Strong communication']",posted 1 day ago
Stock Picker,Sensys Technologies Pvt. Ltd,0 to 4 Yrs,,All India,"['Inventory Management Order Picking', ' Packaging', ' Warehouse Management', 'Labeling', ' Inventory Reporting', ' Safety Protocols']",posted 1 day ago
Engineering Lead,Uplers,4 to 8 Yrs,,Chennai,"['Team Leading NoSQL', ' Kafka', ' Docker', 'Awsazure', ' GraphQL', ' IOT ProtocolsMQTT', ' JavaNodeJS', ' react', ' Good Team Player']",posted 1 day ago
Instrumentation Engineer (Procurement),MACKENZIE ENGINEERING LIMITED,1 to 5 Yrs,,Maharashtra,"['motors  valves', '  actuators', '  field instruments', ' Excel', ' Adobe Acrobat', ' Email', 'Excellent proficiency in English', ' Knowledge on pump', '  HVAC systems', ' Relevant design codes such as APIASMEBISHAZOPHazardous area classificationzone classification', ' MSWord', ' Internet basics', ' Experience working with clients in the USA']",posted 1 day ago
Technical Writer,OnTarget Communications,3 to 7 Yrs,,Maharashtra,"['Git DITA', 'Markdown', ' Oxygen XML', ' API writing']",posted 1 day ago
Chartered Accountant - Life Insurance,SERVING SKILL,0 to 3 Yrs,,All India,"['Audit Assignments Process Assurance audit', ' Control Enhancement', ' Developing new reports', ' Handling external auditors']",posted 1 day ago
Founding Engineer (Frontend),KraftX AI,0 to 3 Yrs,,Karnataka,"['OwnershipProblem Solver', ' LowLevel Design Skills', ' Tech Stack', ' Rapid Learner', ' Pragmatic']",posted 1 day ago
Ayurveda Doctor Intern,Pravaayu Healthcare Pvt Ltd,0 to 4 Yrs,,All India,"['BAMS Ayurveda', ' Patient Care', ' Diagnosis', ' Treatment Planning', 'Health Conditions', ' Case Histories', ' Holistic Health Practices', ' Medical Documentation', ' Patient Coordination']",posted 1 day ago
SAP and Dispatch Manager,Neelkkanth Food & Beverages,3 to 7 Yrs,,Aligarh,"['Supervisory Skills Operations Management', ' Communication skills', ' Customer Service skills', 'SAP Software Implementation', ' Dispatching', ' Organizational skills', ' Problemsolving abilities']",posted 1 day ago
Diploma/BE-Electrical/safety,india point llp Chennai,0 to 3 Yrs,,Chennai,"['Electrical Engineering Maintenance', 'Fire ', ' Safety', ' MEP Projects', ' Safety Officer']",posted 1 day ago
Body Shop Manager,HSJB Global,5 to 9 Yrs,,Kochi,['Bodyshop Manager Automobile Industry'],posted 1 day ago
"Corporate Sales Manager For FMCG Company in Sector-48, Gurgaon",Capital Placement Services,5 to 10 Yrs,,Haryana,"['Inside Sales Corporate Sales', 'Excellent Communication Skills', ' Corporate Sales Manager']",posted 1 day ago
Content Specialist Lead - Data Science and Coding,Kidvento Education and Research,1 to 5 Yrs,,Mysore,"['Data Science Coding', ' Excel', ' Team Management', ' Curriculum Development', ' Microsoft Office', 'Technical Content Development', ' Python Programming', ' Instructional Content Development', ' ELearning Industry Knowledge', ' Google Workspace', ' Articulate']",posted 1 day ago
Inside Sales / Customer Service,Capital Placement Services,0 to 3 Yrs,,Haryana,"['Client retentionHard Core Sales', ' Call to Clients', ' Customer Services', ' Customer Care Executive', ' Customer Support Executive', ' Telecaller', ' Telemarketer', ' Telemarketing Executive']",posted 1 day ago
Graphics Designer Manager,ONE XL INFO LLP,5 to 9 Yrs,,Maharashtra,"['Graphic Design Team Leadership', ' Project Management', ' Creative Strategy', ' Collaboration', ' Quality Control', '']",posted 1 day ago
Project/Product Manager (Regtech Products - Banking Domain Exp),Desirous Global Consulting,5 to 10 Yrs,,Chennai,"['C CSPO', ' PMP', 'NET Framework', ' NET Core', ' Microservices architecture', ' RESTful services', ' SaaS platforms', ' regulatory reporting technologies', ' cloud migration', ' SAFe POPM', ' DevOps methodologies', ' CICD pipelines', ' AgileScrum frameworks']",posted 1 day ago
UI/UX Designer Internship,Andro Buddy Technologies Pvt.Ltd.,0 to 4 Yrs,,Pune,"['Adobe Photoshop Illustrator', ' usability', ' Typography', ' color theory', 'Figma', ' Adobe XD', ' UIUX principles', ' usercentered design', ' layout principles', ' visual hierarchy']",posted 1 day ago
TV Planner / Jewellery Merchandiser / Lifestyle Merchandiser,Vaibhav Global,1 to 5 Yrs,,Jaipur,"['Planning Buying', ' Scheduling', ' Retail', ' Communication', ' Interpersonal skills', 'Salesdriven', ' TV shopping', ' Ecommerce', ' Organizational skills', ' Attention to detail', ' Commercial mindset', ' Interpretation of data', ' Influencing', ' Excel proficiency']",posted 1 day ago
Registered Nurse,San Diego Supercomputer Center,0 to 3 Yrs,,Kozhikode,"['Interpersonal skills Communication skills', ' CPAN', ' CAPA', 'Autonomous nursing care', ' Assessing patient care populations', ' Empathy', ' Kindness', ' Preop RN experience', ' ACLS certification', ' ART certification', ' BSN']",posted 1 day ago
Data Annotator (Artificial Intelligence),ANOLYTICS,0 to 4 Yrs,,Noida,"['Artificial IntelligenceData Annotator', ' Annotation work']",posted 1 day ago
Decorator,PartyOneIndia,1 to 5 Yrs,,Karnataka,"['Creative work Communication skills', 'Event decoration', ' Aesthetic sense', ' Attention to detail']",posted 1 day ago
Pest Control Technician,AL RAZ International Business Links,0 to 4 Yrs,,Kerala,['Pest control'],posted 1 day ago
Business Development Executive - (inside Channel sales),Helpmate solution,1 to 5 Yrs,,Haryana,"['Sales Persuasion', ' Negotiation', ' Customer service', ' MS Office', ' Telecalling', ' Telesales', ' Channel sales', ' CCTV', 'English communication skills', ' Relationshipbuilding', ' Computer knowledge', ' Electronics products', ' Computers']",posted 1 day ago
Workday Adaptive Planning Architect,Kognitiv,2 to 6 Yrs,,Hyderabad,"['Reporting Modeling', ' Security', ' Microsoft Excel', 'Workday Adaptive Planning', ' OfficeConnect']",posted 1 day ago
Network Specialist,Pepup HR,1 to 6 Yrs,,All India,"['PR Community Management', ' Media Relations', 'Social Media Networking', ' Influencer Management', ' Brand Collaborations']",posted 1 day ago
M. Pharma Fresher's - PharmaSales,Spirant Communication Pvt Ltd,0 to 4 Yrs,,Maharashtra,"['Pharma salesGood communication skill', ' MPharm']",posted 1 day ago
Sr Analyst IT Security,Carelon Global Solutions India,4 to 8 Yrs,,Karnataka,"['NIST Power BI', ' Operating Systems', ' CISSP', ' CEH', ' GIAC', ' MS Office', 'MITRE ATTCK', ' Network Protocols']",posted 1 day ago
Diamond Buyer,Vaibhav Global,5 to 9 Yrs,,Jaipur,"['Market Analysis Vendor Management', ' Negotiation', ' Ethical Sourcing', 'Diamond Procurement', ' Compliance Standards']",posted 1 day ago
Data Visualization Specialist,PURVIEW,3 to 10 Yrs,,Pune,"['Data Visualization QLikSense', ' Tableau', 'PowerBI']",posted 1 day ago
Customer Retention Specialist,Vaibhav Global,1 to 5 Yrs,,Jaipur,"['CRM strategy MS Excel', ' SQL', ' R', ' Written communication', ' Verbal communication', 'Sales Force Marketing Cloud', ' Klaviyo', ' Analytical thinking', ' Statistical models']",posted 1 day ago
Bar Waiter and Helper,Mercury Bar & Lounge,0 to 4 Yrs,,All India,"['Customer Service Order Taking', 'Liquor Brands Knowledge', ' Bar Management', ' Food Service']",posted 1 day ago
Front-End Developer,vertex tech solutions,2 to 6 Yrs,,Surat,"['JavaScript HTML', ' CSS', ' Git', ' APIs', 'Reactjs', ' Nextjs', ' Electronjs', ' Redux', ' Context API', ' Thirdparty libraries', ' Responsive design principles', ' UIUX practices']",posted 1 day ago
Sales Supervisor,Mamtalok Sons Buildmart Pvt. Ltd.,2 to 6 Yrs,,Uttar Pradesh,"['Sales Marketing', ' Tiles', ' Communication skills', 'Sanitary fittings']",posted 1 day ago
Manager Tendering & Bidding O&M Contracts Metal,Profile HR Consultants Pvt Ltd,5 to 9 Yrs,,Haryana,"['Operations Maintenance', ' Business Development', ' Tendering', ' Proposal Management', ' Cost Estimation', ' Pricing', ' Bidding', 'Metal Industry', ' Cement Industry', ' Power Industry']",posted 1 day ago
Senior Data Analyst,EY,2 to 6 Yrs,,Kolkata,"['Project management Communication skills', ' Leadership skills', ' Accounting standards', ' Risk management', ' Interpersonal skills', ' Presentation skills', ' Teamwork', ' Business acumen', 'Technical knowledge', ' Logical reasoning', ' Positive work culture', ' MS Office proficiency']",posted 1 day ago
Associate require for International Inbound /US shift,Adeeba e Services Pvt. Ltd.,0 to 3 Yrs,,Kolkata,"['Computer Broadband', ' Router', ' Mac', ' Iphone', ' Ipad', 'Inbound Technical Support', ' Outbound Technical Support', ' Good communication skills', ' Troubleshooting technical issues', ' Printer', ' Email issues', ' Handling customer issues', ' Providing accurate resolution', ' Sales skills']",posted 1 day ago
Telugu voice process in Whitefield (Bangalore),IFB automotive pvt ltd,0 to 4 Yrs,,Karnataka,"['Sales Inbound', ' English', ' Telugu', ' Kannada', ' Hindi', ' Malayalam', ' Tamil', '']",posted 1 day ago
HRBP - ECOMMERCE industry,TEFT,2 to 6 Yrs,,Delhi,"['Conflict resolution Onboarding', ' Tax management', ' Organization skills', ' Communication skills', ' Microsoft Office', 'Employee trends analysis', ' Legal knowledge', ' Ethics standards setting', ' Immigration management', ' Benefits packages management']",posted 1 day ago
Junior Research Fellow in CSIR Funded Project,Maharishi Markandeshwar (Deemed to be University) Official,0 to 4 Yrs,,Ambala,"['Research  development', 'Knowledge of basic laboratory techniques', ' Synthesis of nanomaterials', ' Fabrication of coatings', ' Characterization ', ' analysis']",posted 1 day ago
Inside Sales Specialist (ISS),Codeyoung,0 to 4 Yrs,,Karnataka,"['Excellent communication  presentation skills Learning mindset  enthusiasm', ' Strong listening ', ' customer service skills']",posted 1 day ago
Vacancy in Pvt Office for Freshers at Kolkata,Weblee Technologies,0 to 4 Yrs,,Kolkata,"['Staffing Web development', 'HR office work', ' Telecom projects', ' Branch In charge', ' Project manager', ' HR manager', ' Administrative assistant', ' Receptionist', ' Business Development Manager', ' Sales Manager', ' Sales Executive', ' HR Coordinator', ' Project engineer', ' Process engineer', ' Front Desk Representative', ' Operations manager', ' Office Coordinator']",posted 1 day ago
"Assistant Manager - Accounting and Taxation, Audit",Mastech Digital,4 to 8 Yrs,,Chennai,"['TDS GST', ' Income Tax', ' Transfer Pricing', ' Statutory Audit', ' Tax Audit', ' International Taxation', ' US GAAP', ' Efiling', ' Reconciliation', ' Data Preparation', 'Financial Reports', ' ERP Systems', ' IND AS', ' Indian Tax Laws', ' MS Office Excel', ' Assessment Proceedings', ' Scrutiny Matters', ' DTAAs']",posted 1 day ago
Senior Meta Media Buyer,BeyondAds,2 to 6 Yrs,,Hyderabad,"['Media Buying Digital Marketing', ' Analytical Skills', ' Communication Skills', ' Campaign Performance Analysis', ' Budget Management', ' ROI Analysis', ' Landing Page Optimization', 'Facebook Ads', ' Ecommerce', ' Industry Trends Analysis', ' Ad Copy Testing', ' Targeting']",posted 1 day ago
Product Developer - Front End Developer,"Netreo, A BMC Company",5 to 9 Yrs,,Pune,"['JavaScript HTML', ' CSS', ' Angular', 'TypeScript']",posted 1 day ago
Mid Level - Graphic Designer,Young Designers India,2 to 6 Yrs,,All India,"['Graphic Design Animation', ' Digital Marketing', ' Adobe Suite', ' Framer', 'Social Media  Branding  Design', ' Food  Cultural Research', ' Figma']",posted 1 day ago
Call Center Executive-Inbound/Outbound Process,Dr POSITIVE HEALTH SCIENCES PVT LTD,1 to 5 Yrs,,All India,"['Customer service Appointment scheduling', ' Inbound calls', 'Outbound calls', ' Healthcare industry knowledge']",posted 1 day ago
Fitness Coach,BACK2BASICS,2 to 6 Yrs,,Karnataka,"['Motivating Fitness coaching', ' Strength  Conditioning', ' Group workout classes']",posted 1 day ago
International Sales Agent (Fresher),OnlineInfatuation,0 to 4 Yrs,,Haryana,['Fluent English'],posted 1 day ago
Business Operation Intern,Tangle Design,0 to 4 Yrs,,All India,"['Coordination skills Development', ' Project management', ' Client relations', 'Strong communication', ' Problemsolving skills', ' Technical knowledge', ' UIUX Design']",posted 1 day ago
Purchasing Administrator,Onecom,2 to 6 Yrs,,Haryana,"['Team Building Communication Skills', 'Commercial Administration', ' Purchasing Team', ' Familiarity with Sage', ' Strong Excel Skills', ' Strong Word Skills', ' Strong CRM Systems Skills', ' Logical Thinking', ' Organisational Skills']",posted 1 day ago
Marketing Executive - Pixel Eye Hospital,Pixel Eye Hospital,1 to 5 Yrs,,Hyderabad,"['Lead generation Marketing', '']",posted 1 day ago
HR & Admin Executive,EnactOn Technologies,3 to 8 Yrs,,Surat,"['Technical Hiring Talent Acquisition', ' Employee Relations', ' Program Implementation', ' Engagement', ' MS Office', ' Communication Skills', ' Interpersonal Skills', ' Data Analysis', ' Presentation Skills', ' Critical Thinking', ' Emotional Intelligence', ' Leadership Skills', ' Technical Recruitment', ' Campus Hiring', ' Root Cause Analysis', ' HR Software', 'Human Resources Policies', '  Descriptions', ' Training ', ' Performance Management', ' Employee Grievances Resolution', ' Induction ', ' Orientation Programs', ' HR Metrics Analysis', ' Time to Hire Analysis', ' Employee Turnover Rates Analysis', ' Talent Reviews', ' Learning  Development', ' Confidence', ' Proactiveness', ' Verbal ', ' Written Communication', ' Understanding of Roles ', ' Designations', ' HR Systems', ' ProblemSolving Abilities', ' Conflict Resolution Skills', ' Organizational Skills', ' Logical Thinking', ' Employee Engagement Strategies', ' IT Firm Experience', ' Extroversion', ' Quality Standards Maintenance', ' Quality Control Processes']",posted 1 day ago
Production Supervisor,Concretia Rock Products Pvt. Ltd.,2 to 6 Yrs,,Tamil Nadu,"['MS Office Communication Skills', 'Production Knowledge']",posted 1 day ago
Sales & Application Engineer - Lubrication and Painting Equipment,Simplinity Solutions Pvt Ltd,2 to 6 Yrs,,Maharashtra,"['Sales Application Engineering', ' Lubrication Systems', ' Technical Consultation', ' Customer Relationship Management', ' Communication Skills', ' Negotiation Skills', 'Painting Equipment', ' Industrial Equipment Sales', ' Product Demonstrations', ' Industrial Processes', ' ProblemSolving']",posted 1 day ago
