Title,Employer Name,Location,Skills list,Experience Min,Experience Max,Experience Band,Salary Disclosed,Salary Min,Salary Max,Salary Band,Job Role,Posted Days Ago
Konkani and Mizo Translator,Ewan Business Solutions,All India,['Konkani Goan Konkani Mizo'],1.0,5.0,Entry Level,True,,,Not Disclosed,Other,1
Part Time Front-End Developer (React + React Native),IAmMaturity,All India,"['JavaScript HTML5', 'CSS3', 'REST API', 'Reactjs', 'React Native', 'Redux', 'Context API', 'TailwindCSS', 'Framer Motion']",1.0,5.0,Entry Level,True,,,Not Disclosed,Developer,1
Business Continuity Manager,Antal International,Pune,"['Information Security IT Infrastructure', 'Network Architecture', 'Business Continuity  Resilience management', 'Cloud technologies']",4.0,8.0,Mid Level,True,,,Not Disclosed,Manager,1
Software Trainee-Experienced,NEWT GLOBAL INDIA PRIVATE LIMITED,Chennai,"['GraduatePostGraduate Trainee', 'High Attitude', 'High IQ', 'Good Communication Skills']",0.0,4.0,Entry Level,True,,,Not Disclosed,Software,1
Graduate Engineer Trainee (GET),Amdocs Development Centre India LLP,Haryana,"['JavaExcellent communication skills', 'CC']",1.0,5.0,Entry Level,True,,,Not Disclosed,Engineer,1
Healthcare Administrator,Nationize Visas,Karnataka,"['Customer Service Budgeting', 'Financial Management', 'Training', 'Staff Development', 'Leadership', 'Excellent Communication', 'Home Care Services', 'Organizational Skills']",4.0,8.0,Mid Level,True,,,Not Disclosed,Administrator,1
International Non Voice,Dreammithra Pvt Limited,Karnataka,"['Customer service Customer satisfaction', 'Good communication in English', 'Problemsolving', 'Rapport building']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,1
Assistant Project Manager (Supervision-Interior Design),Asst Manager HR,Karnataka,['Site Management Team Management'],2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,1
Client Relationship Trainee (Only For Women),Triedge Solutions,Kota,"['Interpersonal skills Client service', 'Client relationship management', 'Strong communication']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
US IT Recruitment Associate,Yuvii Consultancy Private Limited,Ahmedabad,"['Pipeline management Placement coordination', 'Market Research', 'Communication', 'Reporting', 'Candidate identification', 'Engagement', 'relationship management']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,1
Project Manager - Operations,Drinkprime,Karnataka,"['consulting analytics', 'project management', 'Excel']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,1
Product Manager I,Keywords Studios,Pune,"['Product Management Customer Service', 'Software Product Management', 'Agile Methodologies', 'Problem Solving', 'Strategic Planning', 'Integrity', 'Collaboration', 'Customer Discovery', 'UserCentered Design', 'OKRbased Requirements', 'Product Roadmap', 'Market Expansion Strategy', 'Help Desk Processes', 'UX Research', 'DataDriven Decision Making']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,1
Duty Doctor-MBBS - Female,Dr. Aravind's IVF Fertility & Pregnancy Centre,All India,"['Patient careHealth goals', 'Medical knowledge', 'Counselling skills', 'Emergency care', 'Patient record']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,1
Customer Support - Dahej,MEL Systems & Services (MELSS),Gujarat,"['SCADA Customer Communication', 'MES', 'System Study', 'Proposal Preparation', 'PLC Configuration', 'Ladder Logic Development', 'HMI Software Development', 'Installation', 'Commissioning', 'Control Systems']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,1
Business Development Manager (BDM),Seed Media,Bhopal,"['Business Development Sales', 'Client Servicing', 'Digital Marketing', 'Influencer Marketing', 'Social Media', 'Relationship Building', 'Content Trends']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,1
Branch Head,Dr. Aravind's IVF Fertility & Pregnancy Centre,All India,"['Customer Service Quality Management', 'People Management', 'Change Management', 'Budget Management', 'Process Adherence']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,1
Dermatologist,Dr Prabhakar Hair Transplant Clinic,Coimbatore,"['Dermatology Cosmetology', 'Communication Skills', 'Cosmetic Procedures', 'Hair Transplant Experience']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,1
BAMS(MD) Doctor,Ayuscholar Education Pvt Ltd,Noida,"['Communication skillsAyurvedic consultation', 'Panchakarma therapies', 'Prakriti analysis', 'Disease analysis', 'Diet prescription', 'Lifestyle prescription', 'Supervising Panchakarma procedures', 'Counseling skills']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,1
Senior Sales Manager,UNISON INTERNATIONAL CONSULTING (The Recruitment Company),Delhi,"['Communication Skills Negotiation Skills', 'Sales Experience', 'Wooden Flooring', 'Premium Building Materials', 'Luxury Retail Sales']",5.0,9.0,Senior Level,True,,,Not Disclosed,Manager,1
Fashion Designer Intern,Shamoor Private Limited,Haryana,"['Fashion Design Sketching', 'Illustration', 'Adobe Illustrator', 'Photoshop', 'CorelDRAW', 'Garment Construction', 'Fabric Knowledge', 'Fashion Trends']",0.0,4.0,Entry Level,True,,,Not Disclosed,Designer,1
Couple Counsellor - (Female),Dr. Aravind's IVF Fertility & Pregnancy Centre,All India,"['Interpersonal skills Organization skills', 'Strong communication']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,1
Stock Picker,Sensys Technologies Pvt. Ltd,All India,"['Inventory Management Order Picking', 'Packaging', 'Warehouse Management', 'Labeling', 'Inventory Reporting', 'Safety Protocols']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
Engineering Lead,Uplers,Chennai,"['Team Leading NoSQL', 'Kafka', 'Docker', 'Awsazure', 'GraphQL', 'IOT ProtocolsMQTT', 'JavaNodeJS', 'react', 'Good Team Player']",4.0,8.0,Mid Level,True,,,Not Disclosed,Engineer,1
Instrumentation Engineer (Procurement),MACKENZIE ENGINEERING LIMITED,Maharashtra,"['motors  valves', 'actuators', 'field instruments', 'Excel', 'Adobe Acrobat', 'Email', 'Excellent proficiency in English', 'Knowledge on pump', 'HVAC systems', 'Relevant design codes such as APIASMEBISHAZOPHazardous area classificationzone classification', 'MSWord', 'Internet basics', 'Experience working with clients in the USA']",1.0,5.0,Entry Level,True,,,Not Disclosed,Engineer,1
Technical Writer,OnTarget Communications,Maharashtra,"['Git DITA', 'Markdown', 'Oxygen XML', 'API writing']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,1
Chartered Accountant - Life Insurance,SERVING SKILL,All India,"['Audit Assignments Process Assurance audit', 'Control Enhancement', 'Developing new reports', 'Handling external auditors']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,1
Founding Engineer (Frontend),KraftX AI,Karnataka,"['OwnershipProblem Solver', 'LowLevel Design Skills', 'Tech Stack', 'Rapid Learner', 'Pragmatic']",0.0,3.0,Entry Level,True,,,Not Disclosed,Engineer,1
Ayurveda Doctor Intern,Pravaayu Healthcare Pvt Ltd,All India,"['BAMS Ayurveda', 'Patient Care', 'Diagnosis', 'Treatment Planning', 'Health Conditions', 'Case Histories', 'Holistic Health Practices', 'Medical Documentation', 'Patient Coordination']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,1
SAP and Dispatch Manager,Neelkkanth Food & Beverages,Aligarh,"['Supervisory Skills Operations Management', 'Communication skills', 'Customer Service skills', 'SAP Software Implementation', 'Dispatching', 'Organizational skills', 'Problemsolving abilities']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,1
Diploma/BE-Electrical/safety,india point llp Chennai,Chennai,"['Electrical Engineering Maintenance', 'Fire', 'Safety', 'MEP Projects', 'Safety Officer']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,1
Body Shop Manager,HSJB Global,Kochi,['Bodyshop Manager Automobile Industry'],5.0,9.0,Senior Level,True,,,Not Disclosed,Manager,1
"Corporate Sales Manager For FMCG Company in Sector-48, Gurgaon",Capital Placement Services,Haryana,"['Inside Sales Corporate Sales', 'Excellent Communication Skills', 'Corporate Sales Manager']",5.0,10.0,Senior Level,True,,,Not Disclosed,Manager,1
Content Specialist Lead - Data Science and Coding,Kidvento Education and Research,Mysore,"['Data Science Coding', 'Excel', 'Team Management', 'Curriculum Development', 'Microsoft Office', 'Technical Content Development', 'Python Programming', 'Instructional Content Development', 'ELearning Industry Knowledge', 'Google Workspace', 'Articulate']",1.0,5.0,Entry Level,True,,,Not Disclosed,Specialist,1
Inside Sales / Customer Service,Capital Placement Services,Haryana,"['Client retentionHard Core Sales', 'Call to Clients', 'Customer Services', 'Customer Care Executive', 'Customer Support Executive', 'Telecaller', 'Telemarketer', 'Telemarketing Executive']",0.0,3.0,Entry Level,True,,,Not Disclosed,Customer service,1
Graphics Designer Manager,ONE XL INFO LLP,Maharashtra,"['Graphic Design Team Leadership', 'Project Management', 'Creative Strategy', 'Collaboration', 'Quality Control']",5.0,9.0,Senior Level,True,,,Not Disclosed,Manager,1
Project/Product Manager (Regtech Products - Banking Domain Exp),Desirous Global Consulting,Chennai,"['C CSPO', 'PMP', 'NET Framework', 'NET Core', 'Microservices architecture', 'RESTful services', 'SaaS platforms', 'regulatory reporting technologies', 'cloud migration', 'SAFe POPM', 'DevOps methodologies', 'CICD pipelines', 'AgileScrum frameworks']",5.0,10.0,Senior Level,True,,,Not Disclosed,Manager,1
UI/UX Designer Internship,Andro Buddy Technologies Pvt.Ltd.,Pune,"['Adobe Photoshop Illustrator', 'usability', 'Typography', 'color theory', 'Figma', 'Adobe XD', 'UIUX principles', 'usercentered design', 'layout principles', 'visual hierarchy']",0.0,4.0,Entry Level,True,,,Not Disclosed,Designer,1
TV Planner / Jewellery Merchandiser / Lifestyle Merchandiser,Vaibhav Global,Jaipur,"['Planning Buying', 'Scheduling', 'Retail', 'Communication', 'Interpersonal skills', 'Salesdriven', 'TV shopping', 'Ecommerce', 'Organizational skills', 'Attention to detail', 'Commercial mindset', 'Interpretation of data', 'Influencing', 'Excel proficiency']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,1
Registered Nurse,San Diego Supercomputer Center,Kozhikode,"['Interpersonal skills Communication skills', 'CPAN', 'CAPA', 'Autonomous nursing care', 'Assessing patient care populations', 'Empathy', 'Kindness', 'Preop RN experience', 'ACLS certification', 'ART certification', 'BSN']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,1
Data Annotator (Artificial Intelligence),ANOLYTICS,Noida,"['Artificial IntelligenceData Annotator', 'Annotation work']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
Decorator,PartyOneIndia,Karnataka,"['Creative work Communication skills', 'Event decoration', 'Aesthetic sense', 'Attention to detail']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,1
Pest Control Technician,AL RAZ International Business Links,Kerala,['Pest control'],0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
Business Development Executive - (inside Channel sales),Helpmate solution,Haryana,"['Sales Persuasion', 'Negotiation', 'Customer service', 'MS Office', 'Telecalling', 'Telesales', 'Channel sales', 'CCTV', 'English communication skills', 'Relationshipbuilding', 'Computer knowledge', 'Electronics products', 'Computers']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,1
Workday Adaptive Planning Architect,Kognitiv,Hyderabad,"['Reporting Modeling', 'Security', 'Microsoft Excel', 'Workday Adaptive Planning', 'OfficeConnect']",2.0,6.0,Mid Level,True,,,Not Disclosed,Architect,1
Network Specialist,Pepup HR,All India,"['PR Community Management', 'Media Relations', 'Social Media Networking', 'Influencer Management', 'Brand Collaborations']",1.0,6.0,Entry Level,True,,,Not Disclosed,Specialist,1
M. Pharma Fresher's - PharmaSales,Spirant Communication Pvt Ltd,Maharashtra,"['Pharma salesGood communication skill', 'MPharm']",0.0,4.0,Entry Level,True,,,Not Disclosed,Sales,1
Sr Analyst IT Security,Carelon Global Solutions India,Karnataka,"['NIST Power BI', 'Operating Systems', 'CISSP', 'CEH', 'GIAC', 'MS Office', 'MITRE ATTCK', 'Network Protocols']",4.0,8.0,Mid Level,True,,,Not Disclosed,Analyst,1
Diamond Buyer,Vaibhav Global,Jaipur,"['Market Analysis Vendor Management', 'Negotiation', 'Ethical Sourcing', 'Diamond Procurement', 'Compliance Standards']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,1
Data Visualization Specialist,PURVIEW,Pune,"['Data Visualization QLikSense', 'Tableau', 'PowerBI']",3.0,10.0,Mid Level,True,,,Not Disclosed,Specialist,1
Customer Retention Specialist,Vaibhav Global,Jaipur,"['CRM strategy MS Excel', 'SQL', 'R', 'Written communication', 'Verbal communication', 'Sales Force Marketing Cloud', 'Klaviyo', 'Analytical thinking', 'Statistical models']",1.0,5.0,Entry Level,True,,,Not Disclosed,Specialist,1
Bar Waiter and Helper,Mercury Bar & Lounge,All India,"['Customer Service Order Taking', 'Liquor Brands Knowledge', 'Bar Management', 'Food Service']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
Front-End Developer,vertex tech solutions,Surat,"['JavaScript HTML', 'CSS', 'Git', 'APIs', 'Reactjs', 'Nextjs', 'Electronjs', 'Redux', 'Context API', 'Thirdparty libraries', 'Responsive design principles', 'UIUX practices']",2.0,6.0,Mid Level,True,,,Not Disclosed,Developer,1
Sales Supervisor,Mamtalok Sons Buildmart Pvt. Ltd.,Uttar Pradesh,"['Sales Marketing', 'Tiles', 'Communication skills', 'Sanitary fittings']",2.0,6.0,Mid Level,True,,,Not Disclosed,Supervisor,1
Manager Tendering & Bidding O&M Contracts Metal,Profile HR Consultants Pvt Ltd,Haryana,"['Operations Maintenance', 'Business Development', 'Tendering', 'Proposal Management', 'Cost Estimation', 'Pricing', 'Bidding', 'Metal Industry', 'Cement Industry', 'Power Industry']",5.0,9.0,Senior Level,True,,,Not Disclosed,Manager,1
Senior Data Analyst,EY,Kolkata,"['Project management Communication skills', 'Leadership skills', 'Accounting standards', 'Risk management', 'Interpersonal skills', 'Presentation skills', 'Teamwork', 'Business acumen', 'Technical knowledge', 'Logical reasoning', 'Positive work culture', 'MS Office proficiency']",2.0,6.0,Mid Level,True,,,Not Disclosed,Analyst,1
Associate require for International Inbound /US shift,Adeeba e Services Pvt. Ltd.,Kolkata,"['Computer Broadband', 'Router', 'Mac', 'Iphone', 'Ipad', 'Inbound Technical Support', 'Outbound Technical Support', 'Good communication skills', 'Troubleshooting technical issues', 'Printer', 'Email issues', 'Handling customer issues', 'Providing accurate resolution', 'Sales skills']",0.0,3.0,Entry Level,True,,,Not Disclosed,Intern,1
Telugu voice process in Whitefield (Bangalore),IFB automotive pvt ltd,Karnataka,"['Sales Inbound', 'English', 'Telugu', 'Kannada', 'Hindi', 'Malayalam', 'Tamil']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
HRBP - ECOMMERCE industry,TEFT,Delhi,"['Conflict resolution Onboarding', 'Tax management', 'Organization skills', 'Communication skills', 'Microsoft Office', 'Employee trends analysis', 'Legal knowledge', 'Ethics standards setting', 'Immigration management', 'Benefits packages management']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,1
Junior Research Fellow in CSIR Funded Project,Maharishi Markandeshwar (Deemed to be University) Official,Ambala,"['Research  development', 'Knowledge of basic laboratory techniques', 'Synthesis of nanomaterials', 'Fabrication of coatings', 'Characterization', 'analysis']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
Inside Sales Specialist (ISS),Codeyoung,Karnataka,"['Excellent communication  presentation skills Learning mindset  enthusiasm', 'Strong listening', 'customer service skills']",0.0,4.0,Entry Level,True,,,Not Disclosed,Specialist,1
Vacancy in Pvt Office for Freshers at Kolkata,Weblee Technologies,Kolkata,"['Staffing Web development', 'HR office work', 'Telecom projects', 'Branch In charge', 'Project manager', 'HR manager', 'Administrative assistant', 'Receptionist', 'Business Development Manager', 'Sales Manager', 'Sales Executive', 'HR Coordinator', 'Project engineer', 'Process engineer', 'Front Desk Representative', 'Operations manager', 'Office Coordinator']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,1
"Assistant Manager - Accounting and Taxation, Audit",Mastech Digital,Chennai,"['TDS GST', 'Income Tax', 'Transfer Pricing', 'Statutory Audit', 'Tax Audit', 'International Taxation', 'US GAAP', 'Efiling', 'Reconciliation', 'Data Preparation', 'Financial Reports', 'ERP Systems', 'IND AS', 'Indian Tax Laws', 'MS Office Excel', 'Assessment Proceedings', 'Scrutiny Matters', 'DTAAs']",4.0,8.0,Mid Level,True,,,Not Disclosed,Manager,1
Senior Meta Media Buyer,BeyondAds,Hyderabad,"['Media Buying Digital Marketing', 'Analytical Skills', 'Communication Skills', 'Campaign Performance Analysis', 'Budget Management', 'ROI Analysis', 'Landing Page Optimization', 'Facebook Ads', 'Ecommerce', 'Industry Trends Analysis', 'Ad Copy Testing', 'Targeting']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,1
Product Developer - Front End Developer,"Netreo, A BMC Company",Pune,"['JavaScript HTML', 'CSS', 'Angular', 'TypeScript']",5.0,9.0,Senior Level,True,,,Not Disclosed,Developer,1
Mid Level - Graphic Designer,Young Designers India,All India,"['Graphic Design Animation', 'Digital Marketing', 'Adobe Suite', 'Framer', 'Social Media  Branding  Design', 'Food  Cultural Research', 'Figma']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,1
Call Center Executive-Inbound/Outbound Process,Dr POSITIVE HEALTH SCIENCES PVT LTD,All India,"['Customer service Appointment scheduling', 'Inbound calls', 'Outbound calls', 'Healthcare industry knowledge']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,1
